season,epnumInSeason,epnum,date,name,wikilink,description,types,bday,genres,gender
8,8,147,1982-12-04,Laura Branigan,/wiki/Laura_Branigan,Singer,"Thing,Person",1952-07-03,"Pop,dance,pop rock",Female
8,9,148,1982-12-11,Lionel Richie,/wiki/Lionel_Richie,Singer-songwriter,"Person,Thing",1949-06-20,"Soul,R&B,pop,pop rock,soft rock,country,gospel",Male
8,10,149,1983-01-22,Pervis Hawkins,/wiki/Pervis_Hawkins,Actress,"Person,Thing",1939-09-01,"Observational comedy,Improvisational comedy",Female
8,11,150,1983-01-29,The Bus Boys,/wiki/The_Bus_Boys,Musical Group,"MusicGroup,Thing",,"Rock and roll,soul,funk,rhythm and blues",
8,12,151,1983-02-05,Joe Cocker,/wiki/Joe_Cocker,Singer,"Person,Thing",1944-05-20,"Rock,blues,soul,pop",Male
8,12,151,1983-02-05,Jennifer Warnes,/wiki/Jennifer_Warnes,Singer,"Thing,Person",1947-03-03,"Country rock,pop",Female
8,13,152,1983-02-19,Tom Petty & The Heartbreakers,/wiki/Tom_Petty_%26_The_Heartbreakers,Rock band,"MusicGroup,Thing",,"Rock,heartland rock,blues rock,hard rock",
8,14,153,1983-02-26,Randy Newman,/wiki/Randy_Newman,Singer-songwriter,"Thing,Person",1943-11-28,"Rock,pop",Male
8,15,154,1983-03-12,Leon Redbone,/wiki/Leon_Redbone,Singer,"Person,Thing",1949-08-26,"Vaudevillian,ragtime,jazz,blues",Male
8,16,155,1983-03-19,Duran Duran,/wiki/Duran_Duran,Band,"MusicGroup,Thing",,"New wave,synthpop,dance-rock",
8,17,156,1983-04-09,Musical Youth,/wiki/Musical_Youth,Band,"Thing,MusicGroup",,Reggae,
8,18,157,1983-04-16,Michael McDonald,/wiki/Michael_McDonald_(singer),Singer,"Person,Thing",1952-02-12,"R&B,pop,rock,blue-eyed soul",Male
8,19,158,1983-05-07,Stevie Wonder,/wiki/Stevie_Wonder,Musician,"Thing,Person",1950-05-13,"Soul,pop,R&B,funk,jazz",Male
8,20,159,1983-05-14,Kevin Rowland,/wiki/Kevin_Rowland,Singer,"Person,Thing",1953-08-17,"Punk rock,new wave,soul,pop",Male
8,20,159,1983-05-14,Dexys Midnight Runners,/wiki/Dexys_Midnight_Runners,Pop band,"MusicGroup,Thing",,"Pop,new wave,soul,Celtic folk,rock",
9,1,160,1983-10-08,John Cougar Mellencamp,/wiki/John_Mellencamp,Musician,"Thing,Person",1951-10-07,"Rock,heartland rock,roots rock,folk rock",Male
9,2,161,1983-10-15,Eddy Grant,/wiki/Eddy_Grant,Musician,"Person,Thing",1948-03-05,"Reggae,pop,ringbang",Male
9,3,162,1983-10-22,Men at Work,/wiki/Men_at_Work,Rock band,"MusicGroup,Thing",1978,"New wave,pop rock,reggae rock",
9,4,163,1983-11-05,Stray Cats,/wiki/Stray_Cats,Band,"MusicGroup,Thing",,"Rockabilly,rock and roll",
9,5,164,1983-11-12,Mick Fleetwood's Zoo,/wiki/Mick_Fleetwood%27s_Zoo,Musician,"Person,Thing",1947-06-24,"Blues,rock,blues rock",Male
9,5,164,1983-11-12,Lindsey Buckingham,/wiki/Lindsey_Buckingham,Musician,"Thing,Person",1949-10-03,"Rock,pop,new wave",Male
9,6,165,1983-11-19,Loverboy,/wiki/Loverboy,Rock band,"Thing,MusicGroup",,"Rock,hard rock",
9,7,166,1983-12-03,Big Country,/wiki/Big_Country,Rock band,"MusicGroup,Thing",,"Alternative rock,new wave,folk rock,Celtic rock,post-punk",
9,8,167,1983-12-10,Stevie Nicks,/wiki/Stevie_Nicks,Singer,"Thing,Person",1948-05-26,Rock,Female
9,9,168,1984-01-14,Huey Lewis and the News,/wiki/Huey_Lewis_and_the_News,Singer-songwriter,"Person,Thing,MusicGroup",,"Rock,pop rock,blue-eyed soul,blues rock",Male
9,10,169,1984-01-21,The Motels,/wiki/The_Motels,Band,"MusicGroup,Thing",,"New wave,alternative rock",
9,11,170,1984-01-28,Billy Idol,/wiki/Billy_Idol,Musician,"Thing,Person",1955-11-30,"Punk rock,hard rock,glam rock,dance-rock,new wave,post-punk",Male
9,12,171,1984-02-11,Adam Ant,/wiki/Adam_Ant,Singer,"Person,Thing",1954-11-03,"New wave,post-punk,glam pop,alternative rock",Male
9,13,172,1984-02-18,The Fixx,/wiki/The_Fixx,Rock band,"MusicGroup,Thing",,"Rock,new wave",
9,14,173,1984-02-25,Kool & the Gang,/wiki/Kool_%26_the_Gang,Band,"MusicGroup,Thing",,"Funk,R&B,soul,disco",
9,15,174,1984-03-17,Al Jarreau,/wiki/Al_Jarreau,Singer,"Thing,Person",1940-03-12,"Jazz,R&B,Soul",Male
9,16,175,1984-04-07,Deniece Williams,/wiki/Deniece_Williams,Singer,"Thing,Person",1950-06-03,"Soul,R&B,Gospel,Pop",Female
9,17,176,1984-04-14,Madness,/wiki/Madness_(band),Band,"MusicGroup,Thing",,"2 Tone,pop,ska,new wave",
9,18,177,1984-05-05,Spinal Tap,/wiki/Spinal_Tap_(band),1984 film,"Thing,Movie",,"Heavy metal,hard rock,comedy rock,psychedelic rock",
9,19,178,1984-05-12,The Cars,/wiki/The_Cars,Rock band,"MusicGroup,Thing",,"Rock,new wave,power pop",
10,1,179,1984-10-06,Thompson Twins,/wiki/Thompson_Twins,Musical Group,"Thing,MusicGroup",,"New wave,synthpop,post-punk",
10,2,180,1984-10-13,Peter Wolf,/wiki/Peter_Wolf,Musician,"Thing,Person",1946-03-07,"Rock and roll,blues,blue-eyed soul",Male
10,3,181,1984-10-20,Andrae Crouch,/wiki/Andrae_Crouch,Singer,"Person,Thing",1942-07-01,"Gospel,contemporary Christian",Male
10,3,181,1984-10-20,Wintley Phipps,/wiki/Wintley_Phipps,Vocal artist,"Person,Thing",1955-01-07,"Christian,Gospel",Male
10,4,182,1984-11-03,Chaka Khan,/wiki/Chaka_Khan,Band,"MusicGroup,Thing",1953-03-23,"R&B,jazz,funk,soul,disco,adult contemporary,gospel",
10,4,182,1984-11-03,The Folksmen,/wiki/The_Folksmen,Musical trio,"MusicGroup,Thing",,,
10,5,183,1984-11-10,Frankie Goes to Hollywood,/wiki/Frankie_Goes_to_Hollywood,Band,"MusicGroup,Thing",,"Hi-NRG,dance-pop,dance-rock,synthpop,new wave",
10,6,184,1984-11-17,The Kinks,/wiki/The_Kinks,Rock band,"MusicGroup,Thing",,"Rock,pop",
10,7,185,1984-12-01,Billy Squier,/wiki/Billy_Squier,Rock musician,"Person,Thing",1950-05-12,"Rock,hard rock",Male
10,8,186,1984-12-08,Herbie Hancock,/wiki/Herbie_Hancock,Pianist,"Thing,Person",1940-04-12,"Jazz,post-bop,fusion,jazz-funk,electro,classical",Male
10,9,187,1984-12-15,Robert Plant & the Honeydrippers,/wiki/Robert_Plant_%26_the_Honeydrippers,Rock band,"MusicGroup,Thing",,"Rock and roll,jump blues,rhythm and blues",
10,10,188,1985-01-12,John Waite,/wiki/John_Waite,Musician,"Thing,Person",1952-07-04,"Pop rock,hard rock,power pop",Male
10,11,189,1985-01-19,Billy Ocean,/wiki/Billy_Ocean,Singer,"Thing,Person",1950-01-21,"Rhythm and blues,pop,soul",Male
10,12,190,1985-02-02,Tina Turner,/wiki/Tina_Turner,Dancer,"Person,Thing",1939-11-26,"R&B,pop,soul,dance,rock and roll",Female
10,13,191,1985-02-09,Bryan Adams,/wiki/Bryan_Adams,Singer-songwriter,"Person,Thing",1959-11-05,Rock,Male
10,14,192,1985-02-16,Power Station,/wiki/Power_Station_(band),,"CivicStructure,Place,Thing",,"Pop rock,hard rock,dance-rock,new wave",
10,15,193,1985-03-30,The Commodores,/wiki/The_Commodores,Band,"MusicGroup,Thing",,"R&B,funk,pop",
10,16,194,1985-04-06,Santana,/wiki/Carlos_Santana,Rock band,"MusicGroup,Thing",1947-07-20,"Latin rock,blues rock,jazz fusion",
10,17,195,1985-04-13,Greg Kihn,/wiki/Greg_Kihn,Musician,"Person,Thing",1949-07-10,Rock,Male
11,1,196,1985-11-09,Simple Minds,/wiki/Simple_Minds,Rock band,"MusicGroup,Thing",,"Post-punk,art rock,new wave,pop rock,synthpop,alternative rock",
11,2,197,1985-11-16,Sheila E,/wiki/Sheila_E,Singer,"Person,Thing",1957-12-12,"R&B,pop,soul,pop rock,funk,latin pop",Female
11,3,198,1985-11-23,Queen Ida & the Bon Temps Zydeco Band,/wiki/Queen_Ida,Musical Artist,"Person,Thing",1929-01-15,Zydeco,Female
11,4,199,1985-12-07,Mr. Mister,/wiki/Mr._Mister,Pop band,"MusicGroup,Thing",,"New wave,pop rock",
11,5,200,1985-12-14,Sade,/wiki/Sade_Adu,Philosopher,"Person,Thing",1959-01-16,"R&B,soul",Female
11,6,201,1985-12-21,The Dream Academy,/wiki/The_Dream_Academy,Band,"MusicGroup,Thing",1983,"Alternative pop,folk rock",
11,6,201,1985-12-21,The Cult,/wiki/The_Cult,Rock band,"MusicGroup,Thing",1983,"Hard rock,gothic rock,post-punk,heavy metal",
11,7,202,1986-01-18,The Replacements,/wiki/The_Replacements_(band),Rock band,"MusicGroup,Thing",,"Punk rock,alternative rock",
11,8,203,1986-01-25,Al Green,/wiki/Al_Green,Singer,"Thing,Person",1946-04-13,"R&B,soul,smooth soul,blues,gospel",Male
11,9,204,1986-02-08,The Nelsons,/wiki/Nelson_(band),1952 film,"Movie,Thing",,"Hard rock,glam metal",
11,10,205,1986-02-15,Stevie Ray Vaughan,/wiki/Stevie_Ray_Vaughan,Musician,"Person,Thing",1954-10-03,"Blues rock,electric blues,Texas blues",Male
11,10,205,1986-02-15,Double Trouble,/wiki/Double_Trouble_(band),Musician,"Person,Thing",1978,"Blues rock,electric blues,Texas blues,instrumental rock",Male
11,11,206,1986-02-22,The Neville Brothers,/wiki/The_Neville_Brothers,Musical Group,"MusicGroup,Thing",,"R&B,soul,funk",
11,12,207,1986-03-15,Rosanne Cash,/wiki/Rosanne_Cash,Singer-songwriter,"Person,Thing",1955-05-24,"Country,rock,folk,blues",Female
11,13,208,1986-03-22,Philip Glass,/wiki/Philip_Glass,Composer,"Person,Thing",1937-01-31,"Minimalism,contemporary classical,film score",Male
11,14,209,1986-04-12,Joe Jackson,/wiki/Joe_Jackson_(musician),Musician,"Thing,Person",1954-08-11,"Punk rock,ska,new wave,jazz pop,jazz,classical",Male
11,15,210,1986-04-19,Laurie Anderson,/wiki/Laurie_Anderson,Artist,"Person,Thing",1947-06-05,"Avant-garde,experimental pop,art pop,electronic",Female
11,16,211,1986-05-10,Ladysmith Black Mambazo,/wiki/Ladysmith_Black_Mambazo,Vocal group,"Thing,MusicGroup",,"Isicathamiya,mbube",
11,17,212,1986-05-17,Level 42,/wiki/Level_42,Band,"Thing,MusicGroup",,"Jazz-funk,sophisti-pop,dance-rock,new wave,synthpop",
11,17,212,1986-05-17,E.G. Daily,/wiki/Elizabeth_Daily,Actress,"Thing,Person",1961-09-11,,Female
11,18,213,1986-05-24,George Clinton,/wiki/George_Clinton_(funk_musician),Singer,"Person,Thing",1941-07-22,"Funk,soul,psychedelic funk,R&B,disco,rock",Male
11,18,213,1986-05-24,Parliament-Funkadelic,/wiki/Parliament-Funkadelic,Musical Group,"Thing,MusicGroup",,"Funk,psychedelic soul,funk rock,psychedelic funk,disco",
12,2,215,1986-10-18,Run DMC,/wiki/Run_DMC,Hip hop group,"Thing,MusicGroup",,"Hip hop,rap rock",
12,3,216,1986-11-08,Ric Ocasek,/wiki/Ric_Ocasek,Songwriter,"Thing,Person",1949-03-23,"Rock,new wave",Male
12,4,217,1986-11-15,Lou Reed,/wiki/Lou_Reed,Musician,"Person,Thing",1942-03-02,"Rock,experimental,proto-punk,glam rock,art rock",Male
12,5,218,1986-11-22,Paul Simon,/wiki/Paul_Simon,Musician,"Person,Thing",1941-10-13,"Folk,rock,pop,world",Male
12,6,219,1986-12-06,Randy Newman,/wiki/Randy_Newman,Singer-songwriter,"Thing,Person",1943-11-28,"Rock,pop",Male
12,7,220,1986-12-13,The Pretenders,/wiki/The_Pretenders,Rock band,"MusicGroup,Thing",,"Rock,punk rock,new wave",
12,8,221,1986-12-20,Lone Justice,/wiki/Lone_Justice,Rock band,"MusicGroup,Thing",,"Country rock,roots rock,cowpunk,rockabilly",
12,9,222,1987-01-24,Deborah Harry,/wiki/Debbie_Harry,Singer-songwriter,"Thing,Person",1945-07-01,"Rock,new wave,punk rock,disco,pop",Female
12,10,223,1987-01-31,Bruce Hornsby & the Range,/wiki/Bruce_Hornsby_%26_the_Range,Singer,"Thing,Person",1954-11-23,"Improvisational multi-genre,jam band,rock,gospel,heartland rock,jazz,bluegrass,blues rock",Male
12,11,224,1987-02-14,Paul Young,/wiki/Paul_Young,Singer,"Person,Thing",1956-01-17,"Pop rock,new wave,blue-eyed soul",Male
12,12,225,1987-02-21,Willie Nelson,/wiki/Willie_Nelson,Musician,"Thing,Person",1933-04-29,"Country,outlaw country,rock",Male
12,13,226,1987-02-28,Robert Cray Band,/wiki/Robert_Cray_Band,Guitarist,"Thing,Person",1953-08-01,"Blues,Blues Rock",Male
12,14,227,1987-03-21,Percy Sledge,/wiki/Percy_Sledge,Singer,"Thing,Person",1940-11-25,"R&B,soul,traditional pop",Male
12,15,228,1987-03-28,Wynton Marsalis,/wiki/Wynton_Marsalis,Trumpeter,"Person,Thing",1961-10-18,"Jazz,classical,big band,Dixieland",Male
12,16,229,1987-04-11,Anita Baker,/wiki/Anita_Baker,Singer-songwriter,"Thing,Person",1958-01-26,"R&B,soul jazz,smooth jazz,soul,quiet storm",Female
12,17,230,1987-04-18,Timbuk 3,/wiki/Timbuk_3,Band,"MusicGroup,Thing",,"Post-punk,new wave",
12,18,231,1987-05-09,Suzanne Vega,/wiki/Suzanne_Vega,Singer-songwriter,"Person,Thing",1959-07-11,"Alternative rock,folk rock",Female
12,19,232,1987-05-16,Los Lobos,/wiki/Los_Lobos,Rock band,"MusicGroup,Thing",,"Chicano rock,roots rock,Latin rock,Tex-Mex,Americana,heartland rock,cowpunk",
12,20,233,1987-05-23,Roy Orbison,/wiki/Roy_Orbison,Singer-songwriter,"Person,Thing",1936-04-23,"Rock and roll,rock,rockabilly,country,pop",Male
13,1,234,1987-10-17,Sting,/wiki/Sting_(musician),Musician,"Person,Thing",1951-10-02,"Rock,pop,new wave,jazz,world",Male
13,2,235,1987-10-24,LL Cool J,/wiki/LL_Cool_J,Rapper,"Person,Thing",1968-01-14,"Hip hop,rap rock",Male
13,2,235,1987-10-24,Michael Penn,/wiki/Michael_Penn,Singer-songwriter,"Person,Thing",1958-08-01,Alternative Pop/Rock,Male
13,3,236,1987-10-31,The Cars,/wiki/The_Cars,Rock band,"MusicGroup,Thing",,"Rock,new wave,power pop",
13,4,237,1987-11-14,Simply Red,/wiki/Simply_Red,Pop band,"MusicGroup,Thing",,"Pop,soul,blue-eyed soul,sophisti-pop",
13,5,238,1987-11-21,Cher,/wiki/Cher,Singer,"Person,Thing",1946-05-20,"Pop,dance,disco,folk,rock",Female
13,6,239,1987-12-05,Bryan Ferry,/wiki/Bryan_Ferry,Singer,"Thing,Person",1945-09-26,"Pop rock,glam rock,art rock,new wave,sophisti-pop",Male
13,7,240,1987-12-12,Buster Poindexter,/wiki/Buster_Poindexter,Singer,"Person,Thing",1950-01-09,"Glam rock,proto-punk,hard rock,lounge,calypso",Male
13,7,240,1987-12-12,David Gilmour,/wiki/David_Gilmour,Singer-songwriter,"Person,Thing",1946-03-06,"Progressive rock,psychedelic rock,art rock,ambient,blues rock",Male
13,8,241,1987-12-19,Linda Ronstadt,/wiki/Linda_Ronstadt,Singer,"Thing,Person",1946-07-15,"Rock,rock and roll,folk,country rock,soft rock,jazz,big band,art rock,Latin",Female
13,9,242,1988-01-23,James Taylor,/wiki/James_Taylor,Singer-songwriter,"Person,Thing",1948-03-12,"Folk rock,rock,pop,soft rock,blues,country",Male
13,10,243,1988-01-30,Robbie Robertson,/wiki/Robbie_Robertson,Musician,"Person,Thing",1943-07-05,"Americana,rock",Male
13,11,244,1988-02-13,Terence Trent D'Arby,/wiki/Sananda_Maitreya,Singer-songwriter,"Thing,Person",1962-03-15,"Pop,rock,soul,R&B,funk",Male
13,12,245,1988-02-20,Randy Travis,/wiki/Randy_Travis,Singer-songwriter,"Person,Thing",1959-05-04,"Country,gospel",Male
13,13,246,1988-02-27,"10,000 Maniacs","/wiki/10,000_Maniacs",Rock band,"MusicGroup,Thing",,"Alternative rock,college rock,jangle pop,folk rock,soft rock",
14,1,247,1988-10-08,Keith Richards,/wiki/Keith_Richards,Guitarist,"Person,Thing",1943-12-18,"Rock,blues,blues rock,rock and roll,rhythm and blues",Male
14,2,248,1988-10-15,The Sugarcubes,/wiki/The_Sugarcubes,Rock band,"MusicGroup,Thing",,"Alternative rock,avant-pop",
14,3,249,1988-10-22,Randy Newman,/wiki/Randy_Newman,Singer-songwriter,"Thing,Person",1943-11-28,"Rock,pop",Male
14,3,249,1988-10-22,Mark Knopfler,/wiki/Mark_Knopfler,Singer-songwriter,"Thing,Person",1949-08-12,"Rock,roots rock,Celtic rock,blues rock,country",Male
14,4,250,1988-11-05,Edie Brickell and New Bohemians,/wiki/Edie_Brickell_and_New_Bohemians,Rock band,"Thing,MusicGroup",,"Alternative rock,folk rock,jangle pop,neo-psychedelia,southern rock,jam rock",
14,5,251,1988-11-12,Johnny Clegg,/wiki/Johnny_Clegg_(musician),Musician,"Person,Thing",1953-06-07,"Mbaqanga,Afro-pop",Male
14,5,251,1988-11-12,Savuka,/wiki/Savuka,Band,"MusicGroup,Thing",,"World music,afro pop,rock,zulu,maskanda,mbaqanga",
14,6,252,1988-11-19,Tracy Chapman,/wiki/Tracy_Chapman,Singer-songwriter,"Thing,Person",1964-03-30,"Folk,blues rock,pop,soul",Female
14,7,253,1988-12-03,The Bangles,/wiki/The_Bangles,Pop band,"MusicGroup,Thing",,,
14,8,254,1988-12-10,Bobby McFerrin,/wiki/Bobby_McFerrin,Vocalist,"Thing,Person",1950-03-11,"Jazz,a cappella,vocal,world,classical,smooth jazz",Male
14,9,255,1988-12-17,Little Feat,/wiki/Little_Feat,Rock band,"MusicGroup,Thing",,"Southern rock,blues rock,roots rock,funk rock,jazz rock,boogie rock,country rock,jam rock,swamp rock",
14,10,256,1989-01-21,Anita Baker,/wiki/Anita_Baker,Singer-songwriter,"Thing,Person",1958-01-26,"R&B,soul jazz,smooth jazz,soul,quiet storm",Female
14,11,257,1989-01-28,John Hiatt,/wiki/John_Hiatt,Guitarist,"Person,Thing",1952-08-20,"Americana,folk rock,country,blues,heartland rock",Male
14,12,258,1989-02-11,Luther Vandross,/wiki/Luther_Vandross,Singer-songwriter,"Person,Thing",1951-04-20,"R&B,soul,pop,quiet storm",Male
14,13,259,1989-02-18,Cowboy Junkies,/wiki/Cowboy_Junkies,Rock band,"MusicGroup,Thing",,"Americana,alternative country,country rock,folk rock,blues rock,psychedelic rock,indie rock",
14,14,260,1989-02-25,Gipsy Kings,/wiki/Gipsy_Kings,Pop group,"MusicGroup,Thing",,"Catalan rumba,pop",
14,15,261,1989-03-25,Elvis Costello,/wiki/Elvis_Costello,Musician,"Person,Thing",1954-08-25,"New wave,punk rock,pub rock",Male
14,16,262,1989-04-01,Living Colour,/wiki/Living_Colour,Rock band,"MusicGroup,Thing",,"Funk metal,hard rock,alternative metal",
14,17,263,1989-04-15,Dolly Parton,/wiki/Dolly_Parton,Singer-songwriter,"Person,Thing",1946-01-19,"Country,country pop,pop,bluegrass,gospel",Female
14,18,264,1989-04-22,John Cougar Mellencamp,/wiki/John_Mellencamp,Musician,"Thing,Person",1951-10-07,"Rock,heartland rock,roots rock,folk rock",Male
14,19,265,1989-05-13,Fine Young Cannibals,/wiki/Fine_Young_Cannibals,Band,"MusicGroup,Thing",,"Alternative rock,new wave",
14,20,266,1989-05-20,Tom Petty & the Heartbreakers,/wiki/Tom_Petty_%26_the_Heartbreakers,Rock band,"MusicGroup,Thing",,"Rock,heartland rock,blues rock,hard rock",
15,1,267,1989-09-30,Neil Young,/wiki/Neil_Young,Singer-songwriter,"Thing,Person",1945-11-12,"Rock,folk rock,hard rock,country rock,grunge",Male
15,2,268,1989-10-07,Rickie Lee Jones,/wiki/Rickie_Lee_Jones,Vocalist,"Thing,Person",1954-11-08,"Rock,jazz,R&B,pop",Female
15,3,269,1989-10-21,Billy Joel,/wiki/Billy_Joel,Singer-songwriter,"Thing,Person",1949-05-09,"Rock,soft rock,piano rock,pop",Male
15,4,270,1989-10-28,Don Henley,/wiki/Don_Henley,Singer,"Person,Thing",1947-07-22,"Rock,pop rock,country rock,soft rock,folk rock,hard rock",Male
15,5,271,1989-11-11,Eurythmics,/wiki/Eurythmics,Musical duo,"MusicGroup,Thing",,"Synthpop,new wave,pop rock,dance-rock",
15,6,272,1989-11-18,David Byrne,/wiki/David_Byrne_(musician),Musician,"Person,Thing",1952-05-14,"New wave,post-punk,art rock,art pop,worldbeat",Male
15,7,273,1989-12-02,k.d. lang,/wiki/K.d._lang,Singer-songwriter,"Thing,Person",1961-11-02,"Country,pop,folk,jazz",Female
15,8,274,1989-12-09,Linda Ronstadt,/wiki/Linda_Ronstadt,Singer,"Thing,Person",1946-07-15,"Rock,rock and roll,folk,country rock,soft rock,jazz,big band,art rock,Latin",Female
15,8,274,1989-12-09,Aaron Neville,/wiki/Aaron_Neville,Singer,"Person,Thing",1941-01-24,"R&B,soul,country,gospel,jazz,pop",Male
15,9,275,1989-12-16,Tracy Chapman,/wiki/Tracy_Chapman,Singer-songwriter,"Thing,Person",1964-03-30,"Folk,blues rock,pop,soul",Female
15,10,276,1990-01-13,"Harry Connick, Jr.","/wiki/Harry_Connick,_Jr.",Singer,"Thing,Person",1967-09-11,"Swing,traditional pop,big band,jazz-funk",Male
15,11,277,1990-01-20,Bonnie Raitt,/wiki/Bonnie_Raitt,Singer-songwriter,"Thing,Person",1949-11-08,"Blues,blue-eyed soul,blues rock,roots rock,Americana",Female
15,12,278,1990-02-10,Tevin Campbell,/wiki/Tevin_Campbell,Singer-songwriter,"Person,Thing",1976-11-12,"R&B,pop,soul,new jack swing,urban,jazz,gospel,adult contemporary",Male
15,12,278,1990-02-10,Kool Moe Dee,/wiki/Kool_Moe_Dee,Rapper,"Thing,Person",1962-08-08,"Hip hop,new jack swing",Male
15,12,278,1990-02-10,Big Daddy Kane,/wiki/Big_Daddy_Kane,Rapper,"Person,Thing",1968-09-10,"East Coast hip hop,hardcore hip hop",Male
15,13,279,1990-02-17,Aerosmith,/wiki/Aerosmith,Rock band,"MusicGroup,Thing",,"Hard rock,blues rock,glam metal",
15,14,280,1990-02-24,Technotronic,/wiki/Technotronic,Musical band,"MusicGroup,Thing",,"House,techno,electronica,hip house,tech house",
15,15,281,1990-03-17,The Pogues,/wiki/The_Pogues,Band,"MusicGroup,Thing",,"Celtic punk,folk punk",
15,16,282,1990-03-24,Eric Clapton,/wiki/Eric_Clapton,Guitarist,"Person,Thing",1945-03-30,"Rock,blues",Male
15,17,283,1990-04-14,The Smithereens,/wiki/The_Smithereens,Rock band,"MusicGroup,Thing",,"Alternative rock,power pop,college rock,hard rock",
15,18,284,1990-04-21,The B-52's,/wiki/The_B-52%27s,Band,"MusicGroup,Thing",,"New wave,dance-rock,art pop",
15,19,285,1990-05-12,Julee Cruise,/wiki/Julee_Cruise,Singer,"Person,Thing",1956-12-01,Dream pop,Female
15,20,286,1990-05-19,The Notting Hillbillies,/wiki/The_Notting_Hillbillies,Musical Group,"MusicGroup,Thing",1990,"Country rock,blues,Americana",
16,1,287,1990-09-29,Sinéad O'Connor,/wiki/Sin%C3%A9ad_O%27Connor,Singer-songwriter,"Person,Thing",1966-12-08,"Alternative rock,pop rock,folk rock",Female
16,2,288,1990-10-06,Hothouse Flowers,/wiki/Hothouse_Flowers,Musical Group,"MusicGroup,Thing",,"Alternative rock,folk rock,Celtic rock",
16,3,289,1990-10-20,Morris Day,/wiki/Morris_Day,Rock band,"Thing,MusicGroup",1957-12-13,"Rock,pop,R&B,soul,funk,disco,funk rock,funk metal,new wave,dance,hip hop",
16,3,289,1990-10-20,The Time,/wiki/The_Time_(Band),Rock band,"Thing,MusicGroup",,"Pop,soul,funk rock,dance,Minneapolis sound",
16,4,290,1990-10-27,Mariah Carey,/wiki/Mariah_Carey,Singer-songwriter,"Thing,Person",1969-03-27,"R&B,pop,hip hop,soul",Female
16,5,291,1990-11-10,World Party,/wiki/World_Party,Rock band,"MusicGroup,Thing",,"Alternative rock,indie pop,folk rock,power pop,psychedelic pop",
16,6,292,1990-11-17,Paul Simon,/wiki/Paul_Simon,Musician,"Person,Thing",1941-10-13,"Folk,rock,pop,world",Male
16,7,293,1990-12-01,Faith No More,/wiki/Faith_No_More,Rock band,"MusicGroup,Thing",,"Alternative metal,experimental rock,funk metal",
16,8,294,1990-12-08,Edie Brickell & New Bohemians,/wiki/Edie_Brickell_%26_New_Bohemians,Rock band,"Thing,MusicGroup",,"Alternative rock,folk rock,jangle pop,neo-psychedelia,southern rock,jam rock",
16,9,295,1990-12-15,The Neville Brothers,/wiki/The_Neville_Brothers,Musical Group,"MusicGroup,Thing",,"R&B,soul,funk",
16,10,296,1991-01-12,Vanilla Ice,/wiki/Vanilla_Ice,Rapper,"Person,Thing",1967-10-31,"Hip hop,rap rock,nu metal,rap metal",Male
16,11,297,1991-01-19,Sting,/wiki/Sting_(musician),Musician,"Person,Thing",1951-10-02,"Rock,pop,new wave,jazz,world",Male
16,12,298,1991-02-09,INXS,/wiki/INXS,Rock band,"Thing,MusicGroup",,"Rock,new wave,alternative rock,post-punk,dance-rock",
16,13,299,1991-02-16,Deee-Lite,/wiki/Deee-Lite,Musical Group,"Thing,MusicGroup",,"Dance-pop,house",
16,14,300,1991-02-23,Whitney Houston,/wiki/Whitney_Houston,Singer,"Thing,Person",1963-08-09,"R&B,pop,soul,gospel",Female
16,15,301,1991-03-16,The Black Crowes,/wiki/The_Black_Crowes,Rock band,"MusicGroup,Thing",,"Southern rock,blues rock,hard rock,jam band",
16,16,302,1991-03-23,3rd Bass,/wiki/3rd_Bass,Hip hop group,"MusicGroup,Thing",,Hip hop,
16,17,303,1991-04-13,R.E.M.,/wiki/R.E.M.,Rock band,"MusicGroup,Thing",1980,"Alternative rock,folk rock,college rock,jangle pop",
16,18,304,1991-04-20,Michael Bolton,/wiki/Michael_Bolton,Singer-songwriter,"Thing,Person",1953-02-26,"Pop rock,soft rock,blue-eyed soul",Male
16,19,305,1991-05-11,Chris Isaak,/wiki/Chris_Isaak,Musician,"Person,Thing",1956-06-26,"Rock and roll,rockabilly,roots rock,surf rock",Male
16,20,306,1991-05-18,Elvis Costello,/wiki/Elvis_Costello,Musician,"Person,Thing",1954-08-25,"New wave,punk rock,pub rock",Male
17,1,307,1991-09-28,Public Enemy,/wiki/Public_Enemy_(band),Hip hop group,"MusicGroup,Thing",,Hip hop,
17,2,308,1991-10-05,Color Me Badd,/wiki/Color_Me_Badd,Trio,"Thing,MusicGroup",1985,"R&B,new jack swing",
17,3,309,1991-10-12,Tom Petty & The Heartbreakers,/wiki/Tom_Petty_%26_The_Heartbreakers,Rock band,"MusicGroup,Thing",,"Rock,heartland rock,blues rock,hard rock",
17,4,310,1991-10-26,Bonnie Raitt,/wiki/Bonnie_Raitt,Singer-songwriter,"Thing,Person",1949-11-08,"Blues,blue-eyed soul,blues rock,roots rock,Americana",Female
17,5,311,1991-11-02,Skid Row,/wiki/Skid_Row_(American_band),American band,"MusicGroup,Thing",,"Heavy metal,glam metal",
17,6,312,1991-11-16,Mariah Carey,/wiki/Mariah_Carey,Singer-songwriter,"Thing,Person",1969-03-27,"R&B,pop,hip hop,soul",Female
17,7,313,1991-11-23,Tin Machine,/wiki/Tin_Machine,Rock band,"MusicGroup,Thing",,"Rock,hard rock",
